Policy_ID,Policy_Text_EN,Policy_Text_FR,Policy_Text_ES,Summarized_Text
8922767f-9090-4fdb-b101-9cfafe2caac3,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
58e17b3b-0029-496f-a96c-7e0fed397dfd,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
49b3f1ec-4dff-4a40-aeae-025d9b40b8ea,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
7a3c302e-a6e0-450e-83bd-fc2cb9f37c35,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
a4c1643e-3f42-4937-ab39-128a2ab7461b,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
4c4e63e6-07a7-4737-befa-b6c8ff667fef,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
c97efdcc-2154-499e-9231-247048fc46bb,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
a1bee85c-291e-459c-865f-dab6f7c9071f,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
eaaf8b65-8e88-4b92-93be-ba9b6f10c1e4,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
0270d1ee-8265-4e91-979d-a31dc7e1719b,"Travel insurance covers trip cancellations, lost luggage, and emergency medical expenses while traveling abroad.","L'assurance voyage couvre les annulations de voyage, la perte de bagages et les frais médicaux d'urgence à l'étranger.","El seguro de viaje cubre cancelaciones de viajes, pérdida de equipaje y gastos médicos de emergencia en el extranjero.","Covers travel risks such as cancellations, lost luggage, and medical expenses."
62d3fcf1-31ae-4061-903d-193446288cde,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
54e7f9b2-5a47-4255-9256-974f8dadb572,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
42fd86b9-4a54-4800-8ede-db1772abdc2e,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
84b803c3-7d6d-4582-9642-0c80f367c61d,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
94d6a670-7060-47d8-882a-9f0fe11956a2,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
868e78e9-0c59-499b-ac4e-f4170bd93cf9,"Travel insurance covers trip cancellations, lost luggage, and emergency medical expenses while traveling abroad.","L'assurance voyage couvre les annulations de voyage, la perte de bagages et les frais médicaux d'urgence à l'étranger.","El seguro de viaje cubre cancelaciones de viajes, pérdida de equipaje y gastos médicos de emergencia en el extranjero.","Covers travel risks such as cancellations, lost luggage, and medical expenses."
63ba839c-0c1b-4bef-9dfb-53947221d0af,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
b2e887bd-3e9b-4f96-bebd-45c618cd842f,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
baac1e0f-abc9-43ef-a7c3-ab7d01a609f3,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
af009268-98f3-40a4-90a8-a976270c87cd,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
930f5c5d-73d8-47a1-838d-ab90271d5a74,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
37349cd6-f700-4bf1-85f2-6936faeccfc7,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
664d2538-c5ca-40fc-9c91-0224f20d5e00,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
7d386f2f-104a-414f-b60f-93ebd7ff0e2b,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
80807286-b62a-4813-a11d-9366f8bd64c7,"Health insurance policy provides coverage for hospitalization, surgeries, and prescribed medications. Pre-existing conditions may require additional evaluation.","La police d'assurance maladie couvre l'hospitalisation, les chirurgies et les médicaments prescrits. Les conditions préexistantes peuvent nécessiter une évaluation supplémentaire.","La póliza de seguro de salud cubre hospitalización, cirugías y medicamentos recetados. Las condiciones preexistentes pueden requerir una evaluación adicional.",Provides medical coverage including hospital visits and prescriptions.
2902a0fd-636a-4ecc-b27b-0a4bc9bb23de,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
8578beb2-00ac-4fc5-8d39-5c00506b315f,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
c4c53aa8-08e6-4541-8397-300d81a3122d,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
e08d7f4a-3010-4b1b-abe4-8d7375c3f705,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
cce5c03e-b8f0-4cd7-877f-73a3709b5144,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
8d4cd490-8834-4d74-a472-f4cf9252eee3,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
2d6184e9-6567-4bb4-b09d-2401d6335e31,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
8d910242-04ca-4793-bcdb-a033f0181602,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
56247395-4da2-4284-9e1b-9a3566ec150e,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
bb754cd6-1597-4dda-a4c3-155a6ce899dd,"Travel insurance covers trip cancellations, lost luggage, and emergency medical expenses while traveling abroad.","L'assurance voyage couvre les annulations de voyage, la perte de bagages et les frais médicaux d'urgence à l'étranger.","El seguro de viaje cubre cancelaciones de viajes, pérdida de equipaje y gastos médicos de emergencia en el extranjero.","Covers travel risks such as cancellations, lost luggage, and medical expenses."
f9bcb6cb-f387-45e8-865f-ae05762abf25,"Travel insurance covers trip cancellations, lost luggage, and emergency medical expenses while traveling abroad.","L'assurance voyage couvre les annulations de voyage, la perte de bagages et les frais médicaux d'urgence à l'étranger.","El seguro de viaje cubre cancelaciones de viajes, pérdida de equipaje y gastos médicos de emergencia en el extranjero.","Covers travel risks such as cancellations, lost luggage, and medical expenses."
9e0a3aca-a075-4b66-a583-d643a5199e1b,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
381b8ebf-8c98-4efe-a7cd-e46134395727,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
517466b3-4da4-460d-967c-a02723ba20fc,Life insurance ensures financial security for beneficiaries in case of the policyholder's death. Optional riders available for disability coverage.,L'assurance vie assure la sécurité financière des bénéficiaires en cas de décès du titulaire de la police. Des options supplémentaires sont disponibles pour la couverture d'invalidité.,El seguro de vida garantiza la seguridad financiera de los beneficiarios en caso de fallecimiento del titular de la póliza. Opciones adicionales disponibles para cobertura por discapacidad.,Offers financial support for beneficiaries in case of policyholder’s death.
85dcf0f0-a5dd-48ea-955c-4a20c97c7607,"Business insurance provides liability and property coverage for businesses, protecting against financial losses due to accidents or lawsuits.","L'assurance entreprise offre une couverture de responsabilité et de propriété pour les entreprises, protégeant contre les pertes financières dues aux accidents ou aux poursuites judiciaires.","El seguro comercial proporciona cobertura de responsabilidad y propiedad para empresas, protegiendo contra pérdidas financieras debido a accidentes o demandas legales.",Protects businesses from financial losses due to liabilities and accidents.
50650ff0-b711-45fe-ba07-eab4fae34c9f,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
485cd573-6c61-4ebd-8bdd-721331966fbc,"Travel insurance covers trip cancellations, lost luggage, and emergency medical expenses while traveling abroad.","L'assurance voyage couvre les annulations de voyage, la perte de bagages et les frais médicaux d'urgence à l'étranger.","El seguro de viaje cubre cancelaciones de viajes, pérdida de equipaje y gastos médicos de emergencia en el extranjero.","Covers travel risks such as cancellations, lost luggage, and medical expenses."
55129c7a-446e-4f03-903b-26f0f139efb9,"Home insurance protects against fire, theft, and natural disasters. Coverage includes both the structure and personal belongings.","L'assurance habitation protège contre l'incendie, le vol et les catastrophes naturelles. La couverture inclut la structure et les effets personnels.","El seguro de hogar protege contra incendios, robos y desastres naturales. La cobertura incluye la estructura y las pertenencias personales.",Protects home structure and belongings from risks like fire and theft.
d1c0976c-196c-426d-8c24-7c872cd877b3,"This policy covers vehicle damages due to accidents, theft, and natural disasters. Liability coverage is included.","Cette police couvre les dommages aux véhicules dus aux accidents, au vol et aux catastrophes naturelles. La responsabilité civile est incluse.","Esta póliza cubre los daños del vehículo debido a accidentes, robos y desastres naturales. La cobertura de responsabilidad civil está incluida.","Covers vehicle damages, liability, and natural disasters."
