Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
3a2fce5e-e60e-46bc-a56c-013408b8de65,5bd2ae8c-9a29-46d7-9dc8-0a06c77533e3,"Policy purchase process was standard, no issues.",Neutral,4,Policy Purchase
bc354d0f-6d67-4e1f-8ff8-246c850f8d70,aac4d341-f2e6-4dfd-8323-e8090483939c,The policy purchase experience was seamless and easy.,Positive,4,Policy Purchase
2514415e-b43a-4e9d-bb70-7bbfa440e222,609c400d-7096-4b6d-8ce8-93fcc2877ae4,"Smooth and hassle-free experience, highly recommend.",Positive,4,Support
fbdbd2d5-8190-40e7-9985-070813a1c0e7,7520d9af-ee14-4e59-9caf-dc913dd8b274,"Support was average, they took some time to respond.",Neutral,4,Claim
e9b4b69b-be4e-4137-90a1-0be2d6a0aa33,f80854bc-462b-4428-a4ce-8e894dd8ac18,"Policy purchase process was standard, no issues.",Neutral,2,Claim
f627b027-273c-47d8-82f5-1f7702de6895,502b7ea1-ebaf-4664-a674-6cb7e8eb1db8,Support was unhelpful and didn't resolve my issue.,Negative,2,Claim
7fa39ba9-63e3-4999-9ebf-d70b16fb2f8e,fc7d882b-8a6a-42f8-817c-a140927d3f6e,"Smooth and hassle-free experience, highly recommend.",Positive,4,Support
1fafa8e6-f442-4074-8ab5-f085aec17454,059e16eb-96f7-440e-8ebe-ef1af51bf1de,The policy purchase experience was seamless and easy.,Positive,4,Policy Purchase
bef9b7cf-9643-4872-b3c9-82e3b78cae48,4c290817-c17a-420c-8155-4f2f945527a0,Support was unhelpful and didn't resolve my issue.,Negative,1,Claim
6e2f9178-d26c-4b28-bd5c-cf9918e1c312,95f3c071-2ec9-4061-9def-dfcbc170fc66,"Policy purchase process was standard, no issues.",Neutral,2,Support
06d32320-33a3-4a7d-ad25-ae2130c8d169,660454b1-3fa8-48a9-91a1-545e57bf88b6,"Policy purchase process was standard, no issues.",Neutral,4,Support
4e28b7d9-e6a0-45cd-8cf2-bb8908da49e6,19126db2-7204-455c-86fd-3415ce880d60,"Terrible service, my claim took forever to process.",Negative,2,Claim
7189c253-08c4-4757-8db0-f99c277a1789,d3a2eb74-87de-4057-95e4-150fc343481c,"Had to follow up a few times, but got my answer.",Neutral,3,Claim
e933e153-331e-4fe4-a478-f3e3939d4ded,d2b54c8c-4ec2-4462-881e-4acb091272b0,Great service! My claim was processed quickly.,Positive,4,Support
52a83a38-c277-44e1-a098-e5dcb3af7e58,febbf4d7-ae1b-42d2-a30b-5ed9673a36fb,"Terrible service, my claim took forever to process.",Negative,2,Claim
4fb70602-9c24-4890-8f79-8afd972b413e,f826f290-9fcd-4f54-9d79-d037096a4843,Support was unhelpful and didn't resolve my issue.,Negative,2,Claim
9edc0348-c536-4af6-9db7-d560009e242b,4a4e6d89-958d-4ef6-8bc7-0af71251d3e9,"Had to follow up a few times, but got my answer.",Neutral,2,Policy Purchase
25cf0762-d0db-4699-a5c7-de1b84eb52c3,a43f1a0c-18f9-440a-a666-df15eda57d03,Policy purchase was confusing and frustrating.,Negative,1,Claim
14e03f82-89dd-413c-abf6-cc036ef3fc15,11f173bf-f751-4568-bbbd-98d8ddf1e7dc,"Terrible service, my claim took forever to process.",Negative,1,Support
45bb0868-7a1e-4f74-abb7-fdf680d5bd69,e4eaa57d-98c8-4055-a14e-4e07c5b28d57,"Had a really bad experience, will not recommend.",Negative,1,Support
9c412c96-ec09-4f9f-b6a9-e8817c3fa3c6,9566a5dc-1253-4918-886d-e2a9bb4735af,"Policy purchase process was standard, no issues.",Neutral,4,Claim
31922634-b11f-42a4-87d0-85c9ce1a3044,97367e42-9bc5-4f9e-98f0-0b6822cb16eb,"Had to follow up a few times, but got my answer.",Neutral,2,Support
c22cca57-075f-4c8e-9b8a-9b45823bc640,e8bd6abc-0078-4280-a79e-a5cb3e4293f3,"Policy purchase process was standard, no issues.",Neutral,2,Claim
187b87fc-e061-4ffa-a00b-5ffd9dbd617e,2c17e92d-1898-42ac-bdab-2ae5d8f5046e,"Terrible service, my claim took forever to process.",Negative,2,Claim
0cdc6d6e-7579-41d9-9c98-f8a9aa611c28,6b5181d6-52a5-47de-83b3-146d014bfbf4,Policy purchase was confusing and frustrating.,Negative,1,Policy Purchase
bc583e5e-6818-4112-b207-d5491a5e1621,8fc126a3-4040-4351-8a96-141d2c21aee1,"The service was okay, nothing exceptional.",Neutral,2,Policy Purchase
e117c04e-5c51-40d7-934e-a9be0033a037,0bf3370b-be5b-4e0a-b57a-aa9be90ce93b,"Terrible service, my claim took forever to process.",Negative,2,Support
c1f27bd5-8081-4a2a-9f86-be6af51065f9,7b9a233f-cbb1-48cd-926b-7180a69e15ab,"It was neither good nor bad, just an average experience.",Neutral,2,Support
64cd2981-8244-428e-ba0e-93e5ffa344ac,1f15f075-f295-4d8e-8c94-e1a392846714,"Policy purchase process was standard, no issues.",Neutral,4,Claim
0446f5ce-cc0f-45c8-87c2-388411a6ac26,5dc1f26b-fe5e-4a3b-adc9-ea0d061d5674,"Terrible service, my claim took forever to process.",Negative,1,Claim
64c2e731-07f6-41c4-9919-d252a66a502c,4af6b86a-21c7-4f5f-a615-90530c4e2ebc,I'm happy with the quick response from the team.,Positive,4,Claim
c81b1a15-ec62-4cc4-a7cc-a80b7629fa92,01e4e1de-79da-4140-becf-f11e519d3ed3,Support was unhelpful and didn't resolve my issue.,Negative,2,Policy Purchase
e1510864-c648-4e04-914b-4c58cce947ef,e8d2ef4c-7b68-47bf-8a62-9820dd2fa017,Policy purchase was confusing and frustrating.,Negative,2,Support
96e4ee18-2719-4f78-80a5-84fd846b3d9d,766e71ea-9460-4939-8725-f20891159a60,Great service! My claim was processed quickly.,Positive,4,Support
524d7653-a7f7-4e08-b30a-66a2144ac25b,f8e51a67-7a17-437f-82e2-a5a4b3046541,"It was neither good nor bad, just an average experience.",Neutral,3,Policy Purchase
1b0631b0-a540-4d6e-9e65-8dc5c8e05b9b,f05869ca-06cb-441a-9c47-63a7e3d4467b,Customer service was rude and dismissive.,Negative,2,Support
cab2807b-768f-423a-ba98-9c34836e40c9,cbf90275-ffb6-459f-b505-34f3c68f801d,"Policy purchase process was standard, no issues.",Neutral,2,Support
b26305b0-783a-4fc0-a544-25599e4de7e1,3272e3ec-15ee-499b-bca7-c4edb84529da,Policy purchase was confusing and frustrating.,Negative,1,Claim
18f8f994-845e-49e6-a76c-b396743676cb,f2da7015-007b-416f-92ad-d32d986e2adb,Customer support was very helpful and resolved my issue.,Positive,4,Claim
790f1b2d-822a-4548-8a8f-4a91cd5e7e73,3a642239-3d8e-438c-960a-eb2c0339c329,Policy purchase was confusing and frustrating.,Negative,1,Support
1073ef30-cb01-406e-8cdd-3ee7ffcf1e5c,a9167e7d-cdff-4b28-8b81-519884581e94,Policy purchase was confusing and frustrating.,Negative,1,Policy Purchase
6897a094-1abc-4cfa-b987-e61179efefff,aeb6f01c-7e89-4688-8c3b-9303d7c42fec,Policy purchase was confusing and frustrating.,Negative,1,Policy Purchase
909414af-d812-4a55-b2da-45adecbed818,406732ee-8461-4ee5-b1b4-04db4f69d82b,Support was unhelpful and didn't resolve my issue.,Negative,2,Support
3c8c9a19-7a22-40b7-a5b4-f467a675783a,c6ef9e12-7de7-47a1-b699-c6b714a0f183,"It was neither good nor bad, just an average experience.",Neutral,2,Claim
ed51ef70-4906-4e66-83c0-9f8880495859,98561772-55a6-4d55-b64d-438e0b8b382d,Customer support was very helpful and resolved my issue.,Positive,4,Support
70aff0f2-ce6f-4bcd-b720-0ef5e8349c45,2906f895-6dc4-40f6-88a4-c4d93fb1397a,"Had to follow up a few times, but got my answer.",Neutral,3,Support
bb3a44bd-cbbe-4bc8-89c9-84fcb5b116db,963af856-9f4b-4b38-8632-ac6b40a1b33a,"Had to follow up a few times, but got my answer.",Neutral,2,Support
3b067f7c-1589-4d0f-a629-0ba206028546,dc91abca-016b-432c-878b-e26b87b0aa13,Support was unhelpful and didn't resolve my issue.,Negative,1,Policy Purchase
cdd7b437-5dc5-4b22-b256-5c3ba51675b3,bc788979-453e-45eb-9272-9909fb6fa28a,"The service was okay, nothing exceptional.",Neutral,3,Claim
6d20d648-c69b-4405-9eea-663207bf7fd1,ee63c140-370e-48fb-9a74-f64daf9ab34d,I'm happy with the quick response from the team.,Positive,5,Policy Purchase
c0a47394-ca8d-46c7-9e59-4ee286a6c417,9a47a15b-aa39-479e-8def-6c55cb732080,"Smooth and hassle-free experience, highly recommend.",Positive,5,Policy Purchase
95ab4f4f-ec4f-4795-bc95-a2f6c144392f,f77d207e-372f-40d1-b1dc-985463d63d12,The policy purchase experience was seamless and easy.,Positive,4,Policy Purchase
fe615eb3-ccae-451e-b274-48cc2c1144ad,d1119fa7-e733-45b9-bddf-2b301952bc57,Great service! My claim was processed quickly.,Positive,4,Policy Purchase
d7e325c5-d027-49e5-8a0d-9ffd92459045,86904b96-405a-470e-b365-768d7714b779,Customer support was very helpful and resolved my issue.,Positive,4,Support
e8ee68c1-b796-4356-a6a6-cee23e314e11,74a71791-c8d1-4547-84c5-fe254eb7b738,Support was unhelpful and didn't resolve my issue.,Negative,2,Policy Purchase
366803b7-df2e-4fc4-953a-b2a290013f0f,abec209c-dadd-4763-90d9-51bc97d4c16a,I'm happy with the quick response from the team.,Positive,4,Policy Purchase
5cf5658d-9a54-49fd-8e11-f55a311f3653,8f29db12-c9f3-4a68-a87f-03171afb0c90,"Had to follow up a few times, but got my answer.",Neutral,3,Policy Purchase
474e70d7-fefe-4095-8fd9-79908e27ba1d,fb90013c-e20f-4802-89f8-25c5cd16567a,"Support was average, they took some time to respond.",Neutral,4,Policy Purchase
b3fd3991-4410-41ca-8bc2-c2e23f7411fd,200c5eb5-9ff0-4206-80e9-e80694360afd,Customer service was rude and dismissive.,Negative,1,Claim
ce42bde7-8938-4d2f-bc72-599dc7cad4e2,b14e6b61-1d11-4a29-8e20-256a4e748fd1,"Had a really bad experience, will not recommend.",Negative,2,Claim
7f30bdea-2e77-4b8e-8830-9c814b94b6b8,79531fe0-a47f-4cf9-ab33-ab0101feb073,Support was unhelpful and didn't resolve my issue.,Negative,1,Claim
8dde1dd3-f54e-40c2-9dc2-dedc07e68b96,429cf3ab-5bc1-4f76-8da5-c5351dba7a5a,"The service was okay, nothing exceptional.",Neutral,4,Support
031df565-7524-4a4d-8c92-c2345eaefe14,74ebf8e9-4183-4e18-9ada-6b1d261eed78,Customer service was rude and dismissive.,Negative,2,Claim
82017d57-934e-49c1-a921-cef8aebc7aca,1efe4b45-7993-4b0a-8bfc-3896d898159c,"Smooth and hassle-free experience, highly recommend.",Positive,5,Support
20e03691-7ced-437c-b186-bcc4bc7d38be,d18fccbf-714c-4522-96ad-4fd8b395cb72,"Had a really bad experience, will not recommend.",Negative,1,Support
313437d3-ef6e-4d06-b488-6b23d423da2c,dcc4869c-678b-4a97-b7af-46b94ecbc495,The policy purchase experience was seamless and easy.,Positive,4,Claim
0793659c-014e-4893-8f49-2fbe571afffd,a949ec81-3f44-4b54-94e4-23fe2b207b3f,"Smooth and hassle-free experience, highly recommend.",Positive,4,Claim
0244a67b-b2a3-4fa7-9298-74c19a8e22f6,c57326a9-5c3e-45dc-8e86-cf7aba6b0480,Policy purchase was confusing and frustrating.,Negative,1,Support
c3305a6e-8911-452d-b00a-5881ca8e6ee0,490ffda5-1342-4423-a871-acd36d8d4a84,Support was unhelpful and didn't resolve my issue.,Negative,1,Support
5024a234-4388-483c-9968-76a8d06da135,6e6d6f58-0ca7-410e-9fef-4b3255d8a6ea,I'm happy with the quick response from the team.,Positive,5,Claim
155655ea-f294-4b41-835e-af4c16c0321b,9d1491dc-7411-4711-bcaf-1e1f02442798,Customer support was very helpful and resolved my issue.,Positive,4,Policy Purchase
0c20c2f0-fba4-432a-91f8-e644641a51da,7fb7cf2e-faf1-42a9-b6b7-8ea8f7ffcca2,The policy purchase experience was seamless and easy.,Positive,5,Policy Purchase
809d1fb3-b9e4-47a2-8609-58e0bdbea1e7,29d36019-ef12-4fcf-86a7-b977b2b63d5f,Support was unhelpful and didn't resolve my issue.,Negative,1,Policy Purchase
87fbe537-7ec8-47f8-ae38-d27e94b47ac2,11ec452e-3b41-4e38-a2b7-21582f8a91a9,"The service was okay, nothing exceptional.",Neutral,3,Support
4b134ee0-fb22-4114-8c96-4f89f88fe539,f0cbee6b-43f4-459b-a1e3-6e2fa1017a05,"Smooth and hassle-free experience, highly recommend.",Positive,4,Policy Purchase
3c02e180-bcea-4211-b4f0-405c41ce90cd,15fe9add-f61b-42c3-9f0d-4102e074f830,"It was neither good nor bad, just an average experience.",Neutral,4,Claim
67b5dfb0-4840-4810-b3f3-6d12e89fedd8,1c74f515-ac05-4d4f-ab17-1eb8ce4be143,Support was unhelpful and didn't resolve my issue.,Negative,1,Support
df368ac9-6265-4273-88a4-c48da9ab019d,91b5723a-0e72-4598-9626-17238696ee51,"The service was okay, nothing exceptional.",Neutral,3,Claim
a7da6059-e028-4f1e-8551-4b235e53978d,3e575657-04a7-49a0-938d-b0ec35ecbd71,"Smooth and hassle-free experience, highly recommend.",Positive,5,Claim
31cb30a5-8f85-443f-aff8-4d5c2fbc4fa7,86e162b9-70ec-4d96-a586-48964e775c77,Customer support was very helpful and resolved my issue.,Positive,4,Claim
58e69000-362c-49e0-8feb-dcaf33d03ca3,e3e5fd31-f6e0-4f04-a5f0-42517fd23c83,"It was neither good nor bad, just an average experience.",Neutral,4,Claim
ea36eb5c-11af-4224-8ac3-c893a677928e,0b862b19-d08c-417f-9459-f88b51ee4b02,"Had to follow up a few times, but got my answer.",Neutral,2,Policy Purchase
f1ad6dbd-2464-4ac6-aad8-68cf99e4b7fb,0db9c894-d384-426a-9d68-7d29ab49e3b7,The policy purchase experience was seamless and easy.,Positive,4,Claim
9ed6057a-ceaa-40e5-860f-7e64ab2919cf,b4f5c43e-ebcf-406e-b372-4f9549d2d160,Great service! My claim was processed quickly.,Positive,4,Claim
450274a2-b42b-4a6e-be2b-e0979a076f5d,33f09ea8-e385-48ab-adc6-6b19f0d3cec3,Great service! My claim was processed quickly.,Positive,5,Policy Purchase
32a66784-4181-48b9-b537-cc531efbe22f,b75c72ce-bf40-4c5c-915d-f447b5d2a1a1,The policy purchase experience was seamless and easy.,Positive,4,Support
8b779a3e-18d2-4aa3-a182-9c72feb8ef88,3c893b4d-9800-44a9-82c3-c20eb0075d57,"Smooth and hassle-free experience, highly recommend.",Positive,4,Policy Purchase
d6d99d6f-68e4-4e54-925b-283ce5a8fde6,85f28fb0-bcd7-41e0-b949-d2f86da0921e,"It was neither good nor bad, just an average experience.",Neutral,2,Claim
817f5c99-6870-4e6c-97e9-7dbf0c7b3940,9ee9b242-7965-402a-b206-f0db4d9a735e,"Smooth and hassle-free experience, highly recommend.",Positive,4,Claim
0b7394b7-1514-4319-a910-a0064320e74d,d0e19ffe-9307-407c-8d5f-4192f1b199b6,Policy purchase was confusing and frustrating.,Negative,1,Claim
fa0c7131-acb6-4bf7-bbcd-4bbaf9ac9964,9af7f584-ffe0-4dea-9997-a21086d99eac,"Terrible service, my claim took forever to process.",Negative,1,Support
597af3f3-0d5e-46c0-aa20-e77e80235fe5,b0d008cf-c34e-4ce3-9da1-2b77c9381845,"Terrible service, my claim took forever to process.",Negative,1,Policy Purchase
37ba151a-73c8-437e-956f-554b98989a40,224faf6a-b576-4491-888c-688259d8b3d1,"Policy purchase process was standard, no issues.",Neutral,2,Claim
8c83697c-bf05-4970-8776-4ce28f5571cc,f3d464f6-b3ad-45d3-b432-875907b68fdd,The policy purchase experience was seamless and easy.,Positive,4,Policy Purchase
fab9b581-3a8e-443a-95d2-06351c319d0a,aa71a880-e539-4d50-a473-8a48e732bb5b,Customer service was rude and dismissive.,Negative,1,Policy Purchase
fd3f3e26-1701-4c68-9325-0d9be4dce36c,ba78c4a9-f420-4246-a3ca-0756011d34bc,"Policy purchase process was standard, no issues.",Neutral,4,Policy Purchase
21a865f6-45e8-4854-a4f7-6c642fdf2f19,9b5c6ed7-2dc9-4f82-a5aa-6b9ac407e3b5,Great service! My claim was processed quickly.,Positive,5,Policy Purchase
2189856c-a26f-43fb-b1ff-5e9fc4c74113,9abfbd2f-a0fb-4d61-baaa-ff9d9bcb3b6d,Policy purchase was confusing and frustrating.,Negative,1,Policy Purchase
03e01ec8-90d8-40e8-b30c-003cd8db8945,f3d44aa5-040b-4447-a93a-1f18be9ca734,"Support was average, they took some time to respond.",Neutral,4,Claim
1133fe78-8255-40a2-b7f7-9ce5dee08159,6e743f36-dd77-4933-8656-c56872a201bd,I'm happy with the quick response from the team.,Positive,4,Claim
ce39cbdb-32dc-456f-9082-2a991f496a06,0f73b5d5-2c91-4c1e-b53a-d0df5c60ee33,Customer service was rude and dismissive.,Negative,2,Claim
80b70cea-dcb2-4043-9fe1-d4a1fbac98da,2675bd77-d779-4f3c-a08a-a4f110e3ce39,I'm happy with the quick response from the team.,Positive,5,Claim
90c19170-9c30-4bb5-bccc-e1019aa94361,6964f5c5-10a8-433f-8c38-22763c0fb716,I'm happy with the quick response from the team.,Positive,5,Support
47a7dfc5-fa6e-449d-9faa-0d6502683f58,6679f11c-53e2-43da-a178-1922353ae8f6,Great service! My claim was processed quickly.,Positive,5,Claim
abb9a8c9-c824-41df-b81e-3cc5d4959e5c,496b80a9-e8ad-43ac-b2a2-2ddf8c8b85bc,"The service was okay, nothing exceptional.",Neutral,2,Claim
bba35c0c-936a-4a19-9746-164daf17cc4a,406a1e8a-50ee-4d8b-a301-2c2db89a9357,"It was neither good nor bad, just an average experience.",Neutral,2,Support
cf91e450-e99b-49fd-83fc-c196168eb7b7,2072f9e5-3937-4844-9fc5-58a9b5a080a5,"Had to follow up a few times, but got my answer.",Neutral,4,Policy Purchase
02d7f471-eb85-46a2-914b-c4569e65285f,5812f53b-1d30-4507-8090-c836ced0b6f5,"Had a really bad experience, will not recommend.",Negative,1,Support
353272c4-36c5-4939-bb24-d736f2b53e07,19d1c77d-6071-44e6-bdeb-e10c10c5716f,"Had to follow up a few times, but got my answer.",Neutral,2,Claim
e7fbd9ca-ce3d-4f6a-a3c2-5c3c2fcdaac9,5f250d6a-5d57-4ae0-92cd-ea11858405ae,"Policy purchase process was standard, no issues.",Neutral,4,Policy Purchase
2a00d520-3369-4a2e-8e98-93a8a45e7eaa,3d5bee93-d0eb-4892-96e6-c7210abbe712,Policy purchase was confusing and frustrating.,Negative,2,Claim
ea63ee4f-5fea-49c1-b4e3-f6f0a17fe55c,8c0b440c-e687-4cbd-a5eb-bed0f92405a7,I'm happy with the quick response from the team.,Positive,4,Policy Purchase
ddabeebb-6a74-41fa-9fcd-370ee2e2e3a5,f1c28b47-1780-492b-a16c-4b636b4f8d0c,The policy purchase experience was seamless and easy.,Positive,4,Policy Purchase
842d629d-ba38-4a41-96cb-1df3c8ed2693,f8e57256-a2d2-4077-a6f5-e2130030a391,Customer support was very helpful and resolved my issue.,Positive,5,Policy Purchase
52578b47-7c46-433b-8e18-103271abd45d,87a18771-9a4a-4044-a3dc-266dba3b4a77,"Had a really bad experience, will not recommend.",Negative,1,Support
91be3e27-d478-41c7-a31c-d7e9c90bd38c,fd7131fb-3792-40fa-9527-b7f7441cc1d7,"Smooth and hassle-free experience, highly recommend.",Positive,4,Claim
134b815d-2095-43ba-8aac-af5ebb5b1593,990b4616-8ff3-4615-8008-7ac33a85fadb,Customer service was rude and dismissive.,Negative,2,Policy Purchase
2df5d7d6-4208-4ee0-876f-154ff1bca278,110632c4-6e7b-4db5-9d1c-85d401914d67,"Smooth and hassle-free experience, highly recommend.",Positive,4,Policy Purchase
130ab6a9-e9aa-44f2-8a9f-06c670841fbc,445d0837-dbc8-48a1-81c0-07ff0a39629c,"Policy purchase process was standard, no issues.",Neutral,2,Policy Purchase
c079f92a-a6b2-4b6f-bf67-a52b3d81eef2,e1d74f8a-57e3-4f28-9744-ec689efd1ae3,"Had to follow up a few times, but got my answer.",Neutral,3,Support
b060fa39-a659-4cc7-aaff-31d37d7e42a7,6e4dc6ae-97e8-4bff-9385-64ef84045738,"Support was average, they took some time to respond.",Neutral,4,Support
925eea5c-f9e2-4b07-9521-585717e63d3f,ca80b17b-032a-40a1-8821-e7c8998803cf,"Support was average, they took some time to respond.",Neutral,2,Policy Purchase
96f4de5f-6c94-4ca8-a2fd-8de20ca895ce,efa46868-b449-4ac3-936e-b32f997e3e66,Policy purchase was confusing and frustrating.,Negative,2,Policy Purchase
60423332-c2b4-4118-a7f2-c038765ff842,0985158b-9f20-4f68-821d-be36abb58f74,Customer service was rude and dismissive.,Negative,2,Support
5217c199-e85b-440f-b0ff-7de1c2cc353b,502899e7-4a7c-4ae7-a1a9-e0d8f02659df,"Had a really bad experience, will not recommend.",Negative,1,Policy Purchase
1c164872-ca19-4116-ada1-2d266c57e048,f0a098c0-33a8-4cc0-9e87-03d8f58811a9,"Terrible service, my claim took forever to process.",Negative,2,Support
092b88b3-15b4-43ce-91bd-8950bf6c3a2c,1b3aa16c-22ed-4708-b522-3127e7ac5d69,Policy purchase was confusing and frustrating.,Negative,2,Policy Purchase
f5744fcd-3b20-40ff-9e0c-d73f419f59c2,d8d26e50-3fb2-4495-940e-9ad086f29aef,I'm happy with the quick response from the team.,Positive,4,Support
07d8ae01-5de0-41b5-8f49-2c9eca03873d,385b0fbc-ce36-4f7f-8c08-de0ede36cfd6,I'm happy with the quick response from the team.,Positive,4,Claim
b48aaf5f-4d48-437c-9708-40365958994f,28f37baa-cab5-4e56-aad6-7874a709e35e,Support was unhelpful and didn't resolve my issue.,Negative,1,Support
5892d9bc-c622-4e4f-b167-459f397b8d5d,d5405f80-d2d6-47aa-81a7-3eea5c0382eb,"Terrible service, my claim took forever to process.",Negative,2,Policy Purchase
0c0eed73-53c8-4965-b707-15b82637d332,8ef5f69f-d849-4a38-bec4-bf2faeca52eb,"It was neither good nor bad, just an average experience.",Neutral,4,Support
